attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
is a human,,,False,0.311111,,0.000000
is an ant,insects,,False,0.022222,3.750000,0.000000
is a mosquito,insects,,False,0.044444,4.000000,0.000000
is an elephant,mammals,,False,0.000000,,0.000000
is a turtle,reptiles,,False,0.022222,3.333333,0.000000
is a sport,,,False,0.000000,,0.000000
is a constellation,birds,,False,0.044444,,0.000000
is a constellation,mammals,,False,0.044444,,0.000000
is a constellation,reptiles,,False,0.044444,,0.000000
is a collective noun,birds,"2, 4",False,0.000000,,0.306818
is a collective noun,fish,"2, 4",False,0.000000,,0.306818
is a collective noun,insects,"2, 4",False,0.000000,,0.306818
is a collective noun,mammals,"2, 4",False,0.000000,,0.306818
is a collective noun,reptiles,"2, 4",False,0.000000,,0.306818
is a sweet- or salt-water fish,fish,3,True,0.111111,5.583333,0.900000
comes in different sizes,birds,"1, 2, 3, 4, 5",False,0.244444,,1.000000
comes in different sizes,fish,"1, 2, 3, 4, 5",False,0.244444,4.250000,1.000000
comes in different sizes,insects,"1, 2, 3, 4, 5",False,0.244444,,1.000000
comes in different sizes,mammals,"1, 2, 3, 4, 5",False,0.244444,3.916667,1.000000
comes in different sizes,reptiles,"1, 2, 3, 4, 5",False,0.244444,,1.000000
comes in different shapes,birds,,False,0.022222,,0.000000
comes in different shapes,fish,,False,0.022222,,0.000000
comes in different shapes,insects,,False,0.022222,,0.000000
comes in different shapes,mammals,,False,0.022222,3.750000,0.000000
comes in different shapes,reptiles,,False,0.022222,,0.000000
is fascinating,birds,"1, 2, 5",False,0.000000,,0.686275
is fascinating,fish,"1, 2, 5",False,0.000000,,0.686275
is fascinating,insects,"1, 2, 5",False,0.000000,,0.686275
is fascinating,mammals,"1, 2, 5",False,0.000000,,0.686275
is fascinating,reptiles,"1, 2, 5",False,0.000000,,0.686275
is nice,birds,1,True,0.000000,,0.326087
is nice,fish,1,True,0.000000,,0.326087
is nice,insects,1,True,0.000000,,0.326087
is nice,mammals,1,True,0.000000,,0.326087
is nice,reptiles,1,True,0.000000,,0.326087
is not a mammal,birds,"2, 3, 4, 5",False,0.000000,,0.989583
is not a mammal,fish,"2, 3, 4, 5",False,0.000000,,0.989583
is not a mammal,insects,"2, 3, 4, 5",False,0.000000,,0.989583
is not a mammal,reptiles,"2, 3, 4, 5",False,0.000000,,0.989583
has an aerodynamic body,birds,"2, 3, 4",False,0.000000,,0.656250
has an aerodynamic body,fish,"2, 3, 4",False,0.000000,,0.656250
has an aerodynamic body,insects,"2, 3, 4",False,0.000000,,0.656250
has an aerodynamic body,mammals,"2, 3, 4",False,0.000000,,0.656250
has an aerodynamic body,reptiles,"2, 3, 4",False,0.000000,,0.656250
is a vertebrate,birds,"1, 2, 3, 5",False,0.133333,,0.990291
is a vertebrate,fish,"1, 2, 3, 5",False,0.133333,,0.990291
is a vertebrate,mammals,"1, 2, 3, 5",False,0.133333,6.083333,0.990291
is a vertebrate,reptiles,"1, 2, 3, 5",False,0.133333,5.583333,0.990291
is good for the eyes,,,False,0.000000,,0.000000
is creepy,birds,5,True,0.044444,,0.354839
is creepy,fish,5,True,0.044444,,0.354839
is creepy,insects,5,True,0.044444,,0.354839
is creepy,mammals,5,True,0.044444,,0.354839
is creepy,reptiles,5,True,0.044444,3.583333,0.354839
is smaller than a meter,birds,"2, 3, 4, 5",False,0.000000,,0.822430
is smaller than a meter,fish,"2, 3, 4, 5",False,0.000000,,0.822430
is smaller than a meter,insects,"2, 3, 4, 5",False,0.000000,,0.822430
is smaller than a meter,mammals,"2, 3, 4, 5",False,0.000000,,0.822430
is smaller than a meter,reptiles,"2, 3, 4, 5",False,0.000000,,0.822430
is colourful,birds,2,True,0.000000,,0.250000
is colourful,fish,2,True,0.000000,,0.250000
is colourful,insects,2,True,0.000000,,0.250000
is colourful,mammals,2,True,0.000000,,0.250000
is colourful,reptiles,2,True,0.000000,,0.250000
has no hairs,birds,"2, 3, 4, 5",False,0.000000,,0.969697
has no hairs,fish,"2, 3, 4, 5",False,0.000000,,0.969697
has no hairs,insects,"2, 3, 4, 5",False,0.000000,,0.969697
has no hairs,reptiles,"2, 3, 4, 5",False,0.000000,,0.969697
is useful,birds,"1, 2, 3, 4, 5",False,0.088889,,1.000000
is useful,fish,"1, 2, 3, 4, 5",False,0.088889,,1.000000
is useful,insects,"1, 2, 3, 4, 5",False,0.088889,4.000000,1.000000
is useful,mammals,"1, 2, 3, 4, 5",False,0.088889,,1.000000
is useful,reptiles,"1, 2, 3, 4, 5",False,0.088889,,1.000000
invertebrate,fish,4,True,0.000000,,0.962963
invertebrate,insects,4,True,0.000000,,0.962963
is quiet,birds,5,True,0.000000,,0.135593
is quiet,fish,5,True,0.000000,,0.135593
is quiet,insects,5,True,0.000000,,0.135593
is quiet,mammals,5,True,0.000000,,0.135593
is quiet,reptiles,5,True,0.000000,,0.135593
is determined,birds,2,True,0.000000,,0.215686
is determined,fish,2,True,0.000000,,0.215686
is determined,insects,2,True,0.000000,,0.215686
is determined,mammals,2,True,0.000000,,0.215686
is determined,reptiles,2,True,0.000000,,0.215686
is warm-blooded,birds,"1, 2",False,0.088889,,0.984375
is warm-blooded,fish,"1, 2",False,0.088889,,0.984375
is warm-blooded,mammals,"1, 2",False,0.088889,6.166667,0.984375
is soft,birds,"1, 2",False,0.000000,,0.825397
is soft,mammals,"1, 2",False,0.000000,,0.825397
can bite,birds,1,True,0.066667,,0.492308
can bite,fish,1,True,0.066667,,0.492308
can bite,insects,1,True,0.066667,5.416667,0.492308
can bite,mammals,1,True,0.066667,,0.492308
can bite,reptiles,1,True,0.066667,3.916667,0.492308
is something you can purchase,birds,"3, 5",False,0.000000,,0.383562
is something you can purchase,fish,"3, 5",False,0.000000,,0.383562
is something you can purchase,insects,"3, 5",False,0.000000,,0.383562
is something you can purchase,mammals,"3, 5",False,0.000000,,0.383562
is something you can purchase,reptiles,"3, 5",False,0.000000,,0.383562
can walk,birds,"1, 2, 4, 5",False,0.044444,4.000000,0.862385
can walk,insects,"1, 2, 4, 5",False,0.044444,,0.862385
can walk,mammals,"1, 2, 4, 5",False,0.044444,,0.862385
can walk,reptiles,"1, 2, 4, 5",False,0.044444,,0.862385
is able to reproduce,birds,"1, 2, 3, 4, 5",False,0.177778,3.500000,1.000000
is able to reproduce,fish,"1, 2, 3, 4, 5",False,0.177778,,1.000000
is able to reproduce,insects,"1, 2, 3, 4, 5",False,0.177778,,1.000000
is able to reproduce,mammals,"1, 2, 3, 4, 5",False,0.177778,5.416667,1.000000
is able to reproduce,reptiles,"1, 2, 3, 4, 5",False,0.177778,,1.000000
can become ill,birds,"1, 2, 3, 4, 5",False,0.066667,,1.000000
can become ill,fish,"1, 2, 3, 4, 5",False,0.066667,,1.000000
can become ill,insects,"1, 2, 3, 4, 5",False,0.066667,,1.000000
can become ill,mammals,"1, 2, 3, 4, 5",False,0.066667,2.916667,1.000000
can become ill,reptiles,"1, 2, 3, 4, 5",False,0.066667,,1.000000
there are lots of these,birds,"1, 2, 3, 4, 5",False,0.111111,,0.953488
there are lots of these,fish,"1, 2, 3, 4, 5",False,0.111111,,0.953488
there are lots of these,insects,"1, 2, 3, 4, 5",False,0.111111,5.000000,0.953488
there are lots of these,mammals,"1, 2, 3, 4, 5",False,0.111111,,0.953488
there are lots of these,reptiles,"1, 2, 3, 4, 5",False,0.111111,,0.953488
has a leathery skin,fish,5,True,0.000000,,0.692308
has a leathery skin,mammals,5,True,0.000000,,0.692308
has a leathery skin,reptiles,5,True,0.000000,,0.692308
lives in colonies,birds,1,True,0.022222,,0.346154
lives in colonies,fish,1,True,0.022222,,0.346154
lives in colonies,insects,1,True,0.022222,4.916667,0.346154
lives in colonies,mammals,1,True,0.022222,,0.346154
lives in colonies,reptiles,1,True,0.022222,,0.346154
doesn't resemble a human being,birds,"1, 2, 3, 4, 5",False,0.000000,,0.992248
doesn't resemble a human being,fish,"1, 2, 3, 4, 5",False,0.000000,,0.992248
doesn't resemble a human being,insects,"1, 2, 3, 4, 5",False,0.000000,,0.992248
doesn't resemble a human being,mammals,"1, 2, 3, 4, 5",False,0.000000,,0.992248
doesn't resemble a human being,reptiles,"1, 2, 3, 4, 5",False,0.000000,,0.992248
makes a lot of noise,birds,"1, 2",False,0.000000,,0.797297
makes a lot of noise,fish,"1, 2",False,0.000000,,0.797297
makes a lot of noise,insects,"1, 2",False,0.000000,,0.797297
makes a lot of noise,mammals,"1, 2",False,0.000000,,0.797297
makes a lot of noise,reptiles,"1, 2",False,0.000000,,0.797297
goes through a metamorphosis,insects,4,True,0.000000,,0.538462
is a symbol for freedom,birds,,False,0.000000,,0.000000
descends from reptiles,birds,"2, 5",False,0.000000,,0.980000
descends from reptiles,reptiles,"2, 5",False,0.000000,,0.980000
sometimes smells,birds,"1, 2, 3, 5",False,0.066667,,0.895652
sometimes smells,fish,"1, 2, 3, 5",False,0.066667,4.416667,0.895652
sometimes smells,insects,"1, 2, 3, 5",False,0.066667,,0.895652
sometimes smells,mammals,"1, 2, 3, 5",False,0.066667,,0.895652
sometimes smells,reptiles,"1, 2, 3, 5",False,0.066667,,0.895652
its excrements are found on the street,birds,,False,0.000000,,0.000000
its excrements are found on the street,mammals,,False,0.000000,,0.000000
is found in fish stew,fish,,False,0.000000,,0.000000
is found in trees,birds,"2, 5",False,0.088889,5.000000,0.400000
is found in trees,insects,"2, 5",False,0.088889,,0.400000
is found in trees,mammals,"2, 5",False,0.088889,,0.400000
is found in trees,reptiles,"2, 5",False,0.088889,,0.400000
is more often encountered during summer,birds,"2, 4",False,0.111111,,0.590909
is more often encountered during summer,fish,"2, 4",False,0.111111,,0.590909
is more often encountered during summer,insects,"2, 4",False,0.111111,5.416667,0.590909
is more often encountered during summer,mammals,"2, 4",False,0.111111,,0.590909
is more often encountered during summer,reptiles,"2, 4",False,0.111111,,0.590909
flies or crawls,birds,"2, 4",False,0.111111,,0.730159
flies or crawls,insects,"2, 4",False,0.111111,6.333333,0.730159
flies or crawls,mammals,"2, 4",False,0.111111,,0.730159
flies or crawls,reptiles,"2, 4",False,0.111111,,0.730159
is caught using nets,fish,3,True,0.000000,,0.772727
is caught using nets,insects,3,True,0.000000,,0.772727
is eaten by an insectivore,insects,4,True,0.000000,,0.769231
is eaten by plants,insects,4,True,0.000000,,0.346154
is eaten by spiders,insects,4,True,0.022222,4.916667,0.769231
is eaten with white wine,fish,3,True,0.000000,,0.761905
is eaten with white wine,reptiles,3,True,0.000000,,0.761905
is caught using bait,fish,3,True,0.000000,,0.700000
is caught using a fishing rod,fish,3,True,0.000000,,0.800000
is sometimes kept as a pet,birds,5,True,0.311111,2.833333,0.250000
is sometimes kept as a pet,fish,5,True,0.311111,4.083333,0.250000
is sometimes kept as a pet,insects,5,True,0.311111,,0.250000
is sometimes kept as a pet,mammals,5,True,0.311111,3.833333,0.250000
is sometimes kept as a pet,reptiles,5,True,0.311111,3.583333,0.250000
breastfeeds its babies,fish,1,True,0.355556,,0.970588
breastfeeds its babies,mammals,1,True,0.355556,6.666667,0.970588
performs pollination,insects,,False,0.000000,,0.000000
both male and female take part in the brooding,birds,,False,0.000000,,0.000000
swims in schools,fish,,False,0.066667,6.083333,0.000000
